direction,qty,entry_time_utc,exit_time_utc,entry_price,exit_price,pnl,commission,mae,mfe,entry_tag,exit_tag
short,1,2025-12-28T21:36:55.404000,2025-12-28T21:36:57.176000,25834.5000,25826.2500,15.46,1.04,0.00,19.00,short,eod
long,1,2025-12-29T09:36:07.992000,2025-12-29T09:51:51.600000,25758.7500,25717.5000,-83.54,1.04,-83.50,120.00,long,reverse
short,1,2025-12-29T09:51:51.876000,2025-12-29T10:35:07.668000,25716.5000,25762.7500,-93.54,1.04,-93.00,110.00,short,reverse
long,1,2025-12-29T10:35:08.300000,2025-12-29T10:49:45.504000,25764.0000,25714.0000,-101.04,1.04,-99.50,18.50,long,stop
short,1,2025-12-29T12:24:26.880000,2025-12-29T13:35:16.524000,25672.0000,25722.0000,-101.04,1.04,-99.50,48.50,short,stop
long,1,2025-12-29T14:48:30.700000,2025-12-29T19:58:28.276000,25750.0000,25700.0000,-101.04,1.04,-99.50,49.00,long,stop
short,1,2025-12-30T15:11:00.272000,2025-12-30T20:00:53.568000,25693.0000,25589.5000,205.96,1.04,-49.50,210.00,short,eod
long,1,2025-12-31T08:36:40.372000,2025-12-31T09:38:13.468000,25654.7500,25616.5000,-77.54,1.04,-76.50,127.00,long,reverse
short,1,2025-12-31T09:38:13.480000,2025-12-31T16:59:14.036000,25615.5000,25429.7500,370.46,1.04,-45.50,378.00,short,eod
long,1,2026-01-01T20:10:04.668000,2026-01-01T21:51:44.588000,25528.0000,25604.5000,151.96,1.04,-20.00,159.00,long,eod
short,1,2026-01-02T09:41:04.664000,2026-01-02T09:43:29.316000,25642.0000,25692.0000,-101.04,1.04,-99.50,8.00,short,stop
long,1,2026-01-02T09:47:25.376000,2026-01-02T10:08:02.592000,25741.0000,25706.5000,-70.04,1.04,-78.50,125.00,long,reverse
short,1,2026-01-02T10:08:02.592000,2026-01-02T10:36:08.044000,25706.5000,25558.5000,294.96,1.04,-14.50,498.50,short,reverse
long,1,2026-01-02T10:36:08.052000,2026-01-02T10:50:25.240000,25559.7500,25509.7500,-101.04,1.04,-99.50,88.00,long,stop
short,1,2026-01-02T10:51:08.696000,2026-01-02T11:15:14.188000,25502.7500,25397.7500,208.96,1.04,-5.00,417.50,short,reverse
long,1,2026-01-02T11:15:14.192000,2026-01-02T11:18:23.604000,25398.2500,25348.2500,-101.04,1.04,-99.50,14.50,long,stop
short,1,2026-01-02T11:51:49.276000,2026-01-02T12:12:16.176000,25323.7500,25373.7500,-101.04,1.04,-99.50,40.00,short,stop
long,1,2026-01-02T12:19:04.428000,2026-01-02T12:48:14.832000,25404.5000,25354.5000,-101.04,1.04,-99.50,2.00,long,stop
short,1,2026-01-02T13:49:16.168000,2026-01-02T14:09:03.144000,25304.0000,25354.0000,-101.04,1.04,-99.50,77.50,short,stop
long,1,2026-01-02T14:11:45.672000,2026-01-02T15:55:56.800000,25365.7500,25368.0000,3.46,1.04,-9.50,182.50,long,eod
short,1,2026-01-05T09:36:00.240000,2026-01-05T09:45:06.164000,25571.7500,25621.7500,-101.04,1.04,-99.50,66.50,short,stop
long,1,2026-01-05T10:05:04.748000,2026-01-05T13:08:14.068000,25642.2500,25602.7500,-80.04,1.04,-79.50,131.50,long,reverse
short,1,2026-01-05T13:08:14.092000,2026-01-05T21:51:16.568000,25601.5000,25624.5000,-47.04,1.04,-48.50,106.00,short,eod
long,1,2026-01-06T00:13:45.744000,2026-01-06T03:13:44.120000,25650.5000,25600.5000,-101.04,1.04,-99.50,48.00,long,stop
short,1,2026-01-06T03:22:32.184000,2026-01-06T07:41:51.652000,25573.0000,25623.0000,-101.04,1.04,-99.50,92.00,short,stop
long,1,2026-01-06T07:43:42.000000,2026-01-06T10:56:25.156000,25628.0000,25674.0000,90.96,1.04,-75.00,301.50,long,reverse
