direction,qty,entry_time_utc,exit_time_utc,entry_price,exit_price,pnl,commission,mae,mfe,entry_tag,exit_tag
short,1,2026-01-06T11:00:11.300000,2026-01-06T12:20:56.884000,25673.0000,25723.0000,-101.04,1.04,-99.50,68.00,short,stop
long,1,2026-01-06T12:24:18.052000,2026-01-06T18:01:17.344000,25740.7500,25844.0000,205.46,1.04,-19.00,208.00,long,eod
short,1,2026-01-07T04:02:58.152000,2026-01-07T08:43:40.924000,25743.2500,25793.2500,-101.04,1.04,-99.50,32.50,short,stop
long,1,2026-01-07T09:35:02.748000,2026-01-07T14:16:49.880000,25828.0000,25897.2500,137.46,1.04,-61.50,340.00,long,reverse
short,1,2026-01-07T14:16:49.884000,2026-01-07T21:48:32.192000,25897.0000,25776.7500,239.46,1.04,-48.50,246.00,short,eod
long,1,2026-01-08T02:23:38.808000,2026-01-08T09:34:11.628000,25771.7500,25721.7500,-101.04,1.04,-99.50,94.00,long,stop
short,1,2026-01-08T09:34:18.832000,2026-01-08T10:08:48.344000,25715.7500,25671.7500,86.96,1.04,-28.00,292.50,short,reverse
long,1,2026-01-08T10:08:48.368000,2026-01-08T10:54:31.072000,25672.7500,25622.7500,-101.04,1.04,-99.50,81.50,long,stop
short,1,2026-01-08T10:56:25.108000,2026-01-08T10:58:35.056000,25611.7500,25661.7500,-101.04,1.04,-99.50,3.50,short,stop
long,1,2026-01-08T12:49:30.736000,2026-01-08T13:11:06.528000,25685.2500,25635.2500,-101.04,1.04,-99.50,36.50,long,stop
short,1,2026-01-08T14:15:43.804000,2026-01-08T15:10:13.324000,25600.5000,25650.5000,-101.04,1.04,-99.50,7.00,short,stop
long,1,2026-01-08T16:00:57.408000,2026-01-08T20:19:15.424000,25700.2500,25650.2500,-101.04,1.04,-99.50,83.00,long,stop
short,1,2026-01-08T20:22:15.124000,2026-01-08T21:45:36.540000,25640.7500,25690.7500,-101.04,1.04,-99.50,27.50,short,stop
long,1,2026-01-09T05:00:33.148000,2026-01-09T09:22:15.196000,25727.5000,25722.2500,-11.54,1.04,-28.00,194.50,long,reverse
short,1,2026-01-09T09:22:15.200000,2026-01-09T09:37:40.512000,25722.0000,25749.2500,-55.54,1.04,-54.50,147.50,short,reverse
long,1,2026-01-09T09:37:40.592000,2026-01-09T09:48:35.856000,25750.2500,25700.2500,-101.04,1.04,-99.50,81.50,long,stop
short,1,2026-01-09T09:48:53.240000,2026-01-09T09:53:51.684000,25689.5000,25739.5000,-101.04,1.04,-99.50,32.50,short,stop
long,1,2026-01-09T10:12:54.356000,2026-01-09T10:45:00.088000,25717.2500,25777.2500,118.96,1.04,-4.50,323.50,long,reverse
short,1,2026-01-09T10:45:00.124000,2026-01-09T11:00:05.484000,25776.2500,25826.2500,-101.04,1.04,-99.50,30.50,short,stop
long,1,2026-01-09T11:08:10.596000,2026-01-09T16:45:00.564000,25862.0000,25924.2500,123.46,1.04,-34.00,248.00,long,eod
short,1,2026-01-11T18:01:14.792000,2026-01-11T21:26:50.788000,25884.2500,25732.2500,302.96,1.04,-77.50,321.50,short,eod
long,1,2026-01-12T07:05:11.896000,2026-01-12T18:04:15.508000,25733.5000,25918.2500,368.46,1.04,-27.50,574.00,long,reverse
short,1,2026-01-12T18:04:18.736000,2026-01-12T21:05:22.604000,25917.2500,25897.0000,39.46,1.04,-42.50,142.50,short,eod
long,1,2026-01-13T08:30:00.288000,2026-01-13T08:52:21.396000,25947.0000,25945.0000,-5.04,1.04,-66.00,198.50,long,reverse
short,1,2026-01-13T09:24:15.676000,2026-01-13T09:41:54.092000,25993.5000,26035.0000,-84.04,1.04,-83.00,125.50,short,reverse
long,1,2026-01-13T09:41:54.100000,2026-01-13T09:43:28.212000,26035.5000,25985.5000,-101.04,1.04,-99.50,15.00,long,stop
short,1,2026-01-13T09:51:50.696000,2026-01-13T11:10:04.712000,25942.0000,25909.0000,64.96,1.04,-99.50,272.00,short,reverse
long,1,2026-01-13T11:13:02.568000,2026-01-13T11:27:13.224000,25909.5000,25859.5000,-101.04,1.04,-99.50,30.00,long,stop
short,1,2026-01-13T12:31:19.372000,2026-01-13T12:35:36.992000,25925.0000,25975.0000,-101.04,1.04,-99.50,22.00,short,stop
long,1,2026-01-13T15:59:41.260000,2026-01-13T21:09:46.928000,25906.0000,25879.2500,-54.54,1.04,-66.00,41.50,long,eod
short,1,2026-01-14T05:15:44.096000,2026-01-14T08:30:00.292000,25825.5000,25803.2500,43.46,1.04,-10.50,249.00,short,reverse
long,1,2026-01-14T08:30:01.004000,2026-01-14T08:34:11.440000,25806.0000,25756.0000,-101.04,1.04,-99.50,3.50,long,stop
short,1,2026-01-14T09:31:25.180000,2026-01-14T09:34:04.828000,25705.0000,25755.0000,-101.04,1.04,-99.50,74.00,short,stop
long,1,2026-01-14T09:34:07.396000,2026-01-14T09:36:29.948000,25768.7500,25718.7500,-101.04,1.04,-99.50,45.00,long,stop
short,1,2026-01-14T09:39:36.372000,2026-01-14T10:11:47.920000,25690.0000,25639.5000,99.96,1.04,-45.50,314.00,short,reverse
long,1,2026-01-14T10:11:48.128000,2026-01-14T10:30:10.024000,25639.7500,25592.2500,-96.04,1.04,-95.50,110.50,long,reverse
short,1,2026-01-14T10:30:10.304000,2026-01-14T11:25:42.556000,25591.0000,25570.7500,39.46,1.04,-86.50,243.00,short,reverse
long,1,2026-01-14T11:25:52.156000,2026-01-14T11:36:27.608000,25571.7500,25521.7500,-101.04,1.04,-99.50,40.50,long,stop
short,1,2026-01-14T11:46:25.980000,2026-01-14T13:59:07.840000,25491.0000,25523.7500,-66.54,1.04,-66.00,139.50,short,reverse
long,1,2026-01-14T13:59:17.316000,2026-01-14T15:00:57.052000,25525.0000,25475.0000,-101.04,1.04,-99.50,18.00,long,stop
short,1,2026-01-14T16:54:33.396000,2026-01-14T16:56:53.292000,25558.2500,25608.2500,-101.04,1.04,-99.00,12.00,short,stop
long,1,2026-01-15T01:12:50.920000,2026-01-15T09:51:11.676000,25654.0000,25853.0000,396.96,1.04,-20.50,600.50,long,reverse
short,1,2026-01-15T09:51:11.676000,2026-01-15T09:54:58.244000,25853.0000,25903.0000,-101.04,1.04,-99.50,20.50,short,stop
long,1,2026-01-15T11:02:04.780000,2026-01-15T12:58:29.964000,25906.0000,25856.0000,-101.04,1.04,-99.50,67.50,long,stop
short,1,2026-01-15T14:05:25.380000,2026-01-15T21:08:16.016000,25832.2500,25785.7500,91.96,1.04,-57.50,303.00,short,reverse
long,1,2026-01-15T21:10:55.596000,2026-01-15T21:35:04.768000,25786.5000,25796.2500,18.46,1.04,-12.50,21.00,long,eod
short,1,2026-01-16T09:54:49.588000,2026-01-16T11:00:22.064000,25788.7500,25691.0000,194.46,1.04,0.00,397.00,short,reverse
long,1,2026-01-16T11:00:22.324000,2026-01-16T16:10:55.468000,25692.2500,25671.7500,-42.04,1.04,-76.50,122.00,long,eod
short,1,2026-01-18T18:00:00.148000,2026-01-18T20:56:25.588000,25555.5000,25387.0000,335.96,1.04,-7.00,361.00,short,eod
long,1,2026-01-19T10:05:04.140000,2026-01-19T10:23:19.576000,25337.7500,25287.7500,-101.04,1.04,-99.50,12.00,long,stop
short,1,2026-01-20T01:37:06.924000,2026-01-20T05:26:44.724000,25292.5000,25199.0000,185.96,1.04,-56.00,394.50,short,reverse
long,1,2026-01-20T05:26:59.724000,2026-01-20T09:40:34.668000,25200.0000,25256.0000,110.96,1.04,-67.00,314.50,long,reverse
short,1,2026-01-20T09:40:34.680000,2026-01-20T09:42:10.024000,25255.5000,25305.5000,-101.04,1.04,-99.50,21.50,short,stop
long,1,2026-01-20T09:51:14.136000,2026-01-20T10:01:49.580000,25343.0000,25293.0000,-101.04,1.04,-99.50,52.00,long,stop
short,1,2026-01-20T10:08:53.888000,2026-01-20T10:21:51.300000,25271.0000,25321.0000,-101.04,1.04,-99.50,34.00,short,stop
long,1,2026-01-20T10:26:36.604000,2026-01-20T10:56:30.348000,25360.0000,25316.2500,-88.54,1.04,-88.00,115.50,long,reverse
short,1,2026-01-20T10:56:46.964000,2026-01-20T10:59:48.820000,25315.2500,25365.2500,-101.04,1.04,-99.50,4.00,short,stop
long,1,2026-01-20T11:10:49.976000,2026-01-20T11:24:19.768000,25416.7500,25366.7500,-101.04,1.04,-99.50,23.00,long,stop
short,1,2026-01-20T12:29:05.384000,2026-01-20T20:20:00.112000,25328.5000,25206.0000,243.96,1.04,-28.00,459.00,short,reverse
long,1,2026-01-20T20:20:16.136000,2026-01-20T21:35:02.480000,25207.0000,25168.0000,-79.04,1.04,-78.00,23.50,long,eod
short,1,2026-01-21T04:56:52.448000,2026-01-21T09:04:42.128000,25143.2500,25127.0000,31.46,1.04,-90.50,234.50,short,reverse
long,1,2026-01-21T09:04:42.132000,2026-01-21T09:31:53.516000,25127.5000,25154.7500,53.46,1.04,-50.50,259.00,long,reverse
short,1,2026-01-21T09:31:53.516000,2026-01-21T09:38:13.164000,25153.7500,25203.7500,-101.04,1.04,-99.50,25.00,short,stop
long,1,2026-01-21T09:47:52.396000,2026-01-21T11:36:35.872000,25231.0000,25393.2500,323.46,1.04,-46.00,531.00,long,reverse
short,1,2026-01-21T11:36:36.168000,2026-01-21T12:54:28.024000,25392.2500,25244.2500,294.96,1.04,-8.00,499.00,short,reverse
long,1,2026-01-21T12:57:59.200000,2026-01-21T13:02:01.036000,25245.2500,25195.2500,-101.04,1.04,-99.50,31.00,long,stop
short,1,2026-01-21T13:03:37.700000,2026-01-21T13:10:09.644000,25158.2500,25208.5000,-101.54,1.04,-99.50,14.00,short,stop
long,1,2026-01-21T13:33:48.440000,2026-01-21T15:18:46.168000,25251.7500,25551.7500,598.96,1.04,-96.50,803.00,long,reverse
short,1,2026-01-21T15:18:58.048000,2026-01-21T18:00:06.260000,25550.2500,25548.5000,2.46,1.04,-26.50,209.00,short,reverse
long,1,2026-01-21T18:00:06.536000,2026-01-21T21:11:39.700000,25549.2500,25602.0000,104.46,1.04,-52.50,106.00,long,eod
short,1,2026-01-22T01:12:02.168000,2026-01-22T02:01:30.812000,25500.0000,25550.0000,-101.04,1.04,-99.50,33.50,short,stop
long,1,2026-01-22T02:43:53.048000,2026-01-22T09:35:32.064000,25584.7500,25636.0000,101.46,1.04,-43.00,310.00,long,reverse
short,1,2026-01-22T09:35:32.072000,2026-01-22T09:39:08.368000,25635.2500,25685.2500,-101.04,1.04,-99.50,4.00,short,stop
long,1,2026-01-22T10:42:41.356000,2026-01-22T15:26:15.732000,25640.0000,25619.0000,-43.04,1.04,-77.00,162.50,long,reverse
short,1,2026-01-22T15:26:15.808000,2026-01-22T16:00:02.620000,25618.0000,25668.0000,-101.04,1.04,-99.50,67.50,short,stop
long,1,2026-01-22T20:16:54.504000,2026-01-22T21:15:14.284000,25678.7500,25688.2500,17.96,1.04,-41.00,20.50,long,eod
short,1,2026-01-23T03:27:17.564000,2026-01-23T06:28:33.812000,25630.2500,25641.2500,-23.04,1.04,-22.00,180.50,short,reverse
long,1,2026-01-23T06:28:40.816000,2026-01-23T07:33:51.696000,25642.2500,25592.2500,-101.04,1.04,-99.50,32.00,long,stop
short,1,2026-01-23T09:01:45.084000,2026-01-23T09:28:57.096000,25557.5000,25607.5000,-101.04,1.04,-99.50,1.50,short,stop
long,1,2026-01-23T09:59:52.792000,2026-01-23T12:42:14.540000,25660.5000,25744.2500,166.46,1.04,-8.50,370.00,long,reverse
short,1,2026-01-23T12:42:14.624000,2026-01-23T16:20:34.936000,25743.2500,25673.0000,139.46,1.04,-63.50,142.00,short,eod
long,1,2026-01-25T18:16:05.596000,2026-01-25T21:48:12.340000,25501.5000,25598.7500,193.46,1.04,-17.00,335.50,long,eod
short,1,2026-01-26T04:35:56.980000,2026-01-26T07:01:18.412000,25641.2500,25682.7500,-84.04,1.04,-84.00,118.00,short,reverse
long,1,2026-01-26T07:01:22.464000,2026-01-26T21:53:30.080000,25684.5000,25963.0000,555.96,1.04,-53.00,561.50,long,eod
short,1,2026-01-27T09:36:11.520000,2026-01-27T09:49:36.544000,25940.2500,25990.2500,-101.04,1.04,-99.50,46.00,short,stop
long,1,2026-01-27T09:53:11.912000,2026-01-27T20:11:50.088000,26017.0000,26227.2500,419.46,1.04,-1.00,422.00,long,eod
short,1,2026-01-28T09:11:04.500000,2026-01-28T09:44:33.500000,26248.0000,26298.0000,-101.04,1.04,-99.50,69.00,short,stop
long,1,2026-01-28T14:52:25.044000,2026-01-28T15:34:59.064000,26202.5000,26152.5000,-101.04,1.04,-99.50,19.00,long,stop
short,1,2026-01-28T16:00:37.724000,2026-01-28T16:07:22.704000,26110.2500,26097.5000,24.46,1.04,-29.50,228.00,short,reverse
long,1,2026-01-28T16:07:22.844000,2026-01-28T18:14:31.880000,26098.2500,26191.0000,184.46,1.04,-10.50,392.50,long,reverse
short,1,2026-01-28T18:14:31.908000,2026-01-28T18:22:30.348000,26189.5000,26239.5000,-101.04,1.04,-99.50,58.00,short,stop
long,1,2026-01-28T23:00:28.100000,2026-01-29T07:39:11.648000,26200.0000,26174.7500,-51.54,1.04,-52.00,161.50,long,reverse
short,1,2026-01-29T07:39:11.648000,2026-01-29T10:26:11.416000,26173.7500,25820.0000,706.46,1.04,-60.50,911.00,short,reverse
long,1,2026-01-29T10:26:11.480000,2026-01-29T10:27:45.684000,25821.0000,25771.0000,-101.04,1.04,-99.50,2.00,long,stop
short,1,2026-01-29T10:31:48.664000,2026-01-29T11:13:33.772000,25715.5000,25637.0000,155.96,1.04,-11.00,359.00,short,reverse
long,1,2026-01-29T11:13:55.864000,2026-01-29T12:52:25.072000,25638.0000,25777.0000,276.96,1.04,0.00,481.50,long,reverse
short,1,2026-01-29T12:52:25.212000,2026-01-29T13:05:42.076000,25776.2500,25826.2500,-101.04,1.04,-99.50,54.00,short,stop
long,1,2026-01-29T13:12:23.320000,2026-01-29T18:11:30.016000,25851.0000,25937.0000,170.96,1.04,-75.00,378.50,long,reverse
short,1,2026-01-29T18:11:30.720000,2026-01-29T18:33:36.040000,25936.2500,25983.0000,-94.54,1.04,-97.50,104.50,short,reverse
long,1,2026-01-29T18:33:37.372000,2026-01-29T19:20:30.132000,25985.2500,25935.2500,-101.04,1.04,-99.50,67.50,long,stop
short,1,2026-01-29T19:21:53.324000,2026-01-29T19:33:20.692000,25918.2500,25968.2500,-101.04,1.04,-99.50,22.00,short,stop
long,1,2026-01-29T23:11:02.512000,2026-01-30T01:00:44.220000,25880.0000,25830.0000,-101.04,1.04,-99.50,32.00,long,stop
short,1,2026-01-30T01:17:17.228000,2026-01-30T03:57:12.780000,25792.2500,25788.2500,6.96,1.04,-44.00,221.00,short,reverse
long,1,2026-01-30T03:57:12.784000,2026-01-30T04:10:59.004000,25789.0000,25739.0000,-101.04,1.04,-99.50,7.50,long,stop
short,1,2026-01-30T04:26:01.760000,2026-01-30T05:14:55.564000,25691.7500,25741.7500,-101.04,1.04,-99.50,85.50,short,stop
long,1,2026-01-30T05:31:47.992000,2026-01-30T08:30:08.980000,25750.2500,25804.0000,106.46,1.04,-15.50,309.50,long,reverse
short,1,2026-01-30T08:30:08.980000,2026-01-30T09:30:02.512000,25804.0000,25854.0000,-101.04,1.04,-99.50,55.00,short,stop
long,1,2026-01-30T09:30:30.096000,2026-01-30T09:31:59.324000,25878.7500,25828.7500,-101.04,1.04,-99.50,76.50,long,stop
short,1,2026-01-30T09:32:02.684000,2026-01-30T09:33:52.300000,25815.2500,25865.2500,-101.04,1.04,-99.50,4.50,short,stop
long,1,2026-01-30T09:39:30.412000,2026-01-30T09:45:02.936000,25914.2500,25864.2500,-101.04,1.04,-99.50,50.00,long,stop
short,1,2026-01-30T09:46:33.272000,2026-01-30T09:47:40.672000,25838.5000,25888.5000,-101.04,1.04,-99.50,0.50,short,stop
long,1,2026-01-30T10:11:37.092000,2026-01-30T10:23:30.660000,25906.0000,25856.0000,-101.04,1.04,-99.50,39.50,long,stop
short,1,2026-01-30T10:26:45.800000,2026-01-30T10:35:37.088000,25821.5000,25871.2500,-100.54,1.04,-99.50,102.50,short,reverse
long,1,2026-01-30T10:35:37.132000,2026-01-30T10:57:04.824000,25872.2500,25832.7500,-80.04,1.04,-80.00,124.00,long,reverse
short,1,2026-01-30T10:57:07.056000,2026-01-30T11:44:32.536000,25831.2500,25854.2500,-47.04,1.04,-76.00,156.00,short,reverse
long,1,2026-01-30T11:44:32.724000,2026-01-30T11:48:01.088000,25855.0000,25805.0000,-101.04,1.04,-99.50,8.50,long,stop
short,1,2026-01-30T11:58:09.476000,2026-01-30T12:26:57.064000,25756.2500,25787.2500,-63.04,1.04,-62.00,141.00,short,reverse
long,1,2026-01-30T12:26:57.104000,2026-01-30T12:34:15.308000,25788.2500,25738.2500,-101.04,1.04,-99.50,15.00,long,stop
short,1,2026-01-30T12:58:35.440000,2026-01-30T13:29:26.724000,25693.2500,25670.0000,45.46,1.04,-41.50,249.00,short,reverse
long,1,2026-01-30T13:29:26.732000,2026-01-30T13:33:20.072000,25670.2500,25620.2500,-101.04,1.04,-99.50,25.50,long,stop
short,1,2026-01-30T14:31:02.744000,2026-01-30T14:33:50.048000,25678.5000,25728.5000,-101.04,1.04,-99.00,8.50,short,stop
long,1,2026-01-30T15:46:10.560000,2026-01-30T15:55:00.408000,25673.0000,25629.5000,-88.04,1.04,-87.50,114.50,long,reverse
short,1,2026-01-30T15:55:00.440000,2026-01-30T15:59:51.036000,25628.2500,25678.2500,-101.04,1.04,-99.50,8.00,short,stop
long,1,2026-02-01T18:32:58.376000,2026-02-01T20:10:11.412000,25475.7500,25542.5000,132.46,1.04,-21.00,340.50,long,reverse
short,1,2026-02-01T20:10:12.056000,2026-02-01T21:53:09.080000,25541.0000,25357.7500,365.46,1.04,-14.00,368.50,short,eod
long,1,2026-02-01T23:19:18.560000,2026-02-02T00:26:24.260000,25318.7500,25275.0000,-88.54,1.04,-87.50,114.00,long,reverse
short,1,2026-02-02T00:26:24.344000,2026-02-02T02:08:58.972000,25274.2500,25282.2500,-17.04,1.04,-18.00,188.00,short,reverse
long,1,2026-02-02T02:08:58.972000,2026-02-02T11:05:16.324000,25282.2500,25811.2500,1056.96,1.04,-55.00,1260.00,long,reverse
short,1,2026-02-02T11:05:27.720000,2026-02-02T11:16:05.828000,25810.0000,25860.0000,-101.04,1.04,-99.50,13.50,short,stop
long,1,2026-02-02T12:00:40.048000,2026-02-02T14:59:47.608000,25906.0000,25856.0000,-101.04,1.04,-99.50,86.00,long,stop
short,1,2026-02-02T14:59:56.268000,2026-02-02T15:06:16.816000,25845.0000,25895.0000,-101.04,1.04,-99.50,47.00,short,stop
long,1,2026-02-02T18:08:07.384000,2026-02-02T21:41:19.728000,25922.5000,25901.0000,-44.04,1.04,-43.00,136.50,long,eod
short,1,2026-02-03T07:02:22.944000,2026-02-03T07:19:56.708000,25925.2500,25975.2500,-101.04,1.04,-99.50,5.00,short,stop
long,1,2026-02-03T10:47:37.900000,2026-02-03T11:22:27.932000,25569.5000,25529.5000,-81.04,1.04,-80.50,124.50,long,reverse
short,1,2026-02-03T11:22:27.932000,2026-02-03T14:14:09.464000,25528.7500,25319.5000,417.46,1.04,-19.00,621.50,short,reverse
long,1,2026-02-03T14:14:15.768000,2026-02-03T14:31:01.092000,25319.7500,25269.7500,-101.04,1.04,-99.50,79.00,long,stop
short,1,2026-02-03T14:45:36.796000,2026-02-03T14:56:24.088000,25259.2500,25309.5000,-101.54,1.04,-99.50,50.00,short,stop
long,1,2026-02-03T15:19:18.888000,2026-02-03T18:06:17.760000,25336.2500,25374.2500,74.96,1.04,-89.00,283.50,long,reverse
short,1,2026-02-03T18:06:18.148000,2026-02-03T18:15:15.188000,25374.2500,25424.2500,-101.04,1.04,-99.50,25.50,short,stop
long,1,2026-02-03T21:05:57.032000,2026-02-03T21:27:55.052000,25465.5000,25415.5000,-101.04,1.04,-99.50,16.00,long,stop
short,1,2026-02-04T03:27:24.580000,2026-02-04T05:34:28.500000,25413.7500,25460.0000,-93.54,1.04,-92.50,117.50,short,reverse
long,1,2026-02-04T05:34:28.508000,2026-02-04T07:38:05.056000,25460.7500,25410.7500,-101.04,1.04,-99.50,60.50,long,stop
short,1,2026-02-04T08:05:00.100000,2026-02-04T09:35:50.232000,25390.0000,25331.0000,116.96,1.04,-54.00,320.00,short,reverse
long,1,2026-02-04T09:35:50.232000,2026-02-04T09:51:54.092000,25331.0000,25285.2500,-92.54,1.04,-94.00,110.50,long,reverse
short,1,2026-02-04T09:51:54.216000,2026-02-04T10:07:37.160000,25283.0000,25208.5000,147.96,1.04,-58.50,350.50,short,reverse
long,1,2026-02-04T10:07:37.764000,2026-02-04T10:31:15.052000,25210.0000,25204.2500,-12.54,1.04,-60.00,191.50,long,reverse
short,1,2026-02-04T10:31:15.068000,2026-02-04T10:38:57.384000,25203.0000,25221.0000,-37.04,1.04,-49.50,167.00,short,reverse
long,1,2026-02-04T10:38:57.384000,2026-02-04T10:46:02.508000,25221.7500,25171.7500,-101.04,1.04,-99.50,98.50,long,stop
short,1,2026-02-04T10:46:02.680000,2026-02-04T11:57:53.968000,25170.0000,25029.0000,280.96,1.04,-69.00,484.00,short,reverse
long,1,2026-02-04T11:58:01.796000,2026-02-04T12:19:56.220000,25030.0000,24980.0000,-101.04,1.04,-99.50,55.00,long,stop
short,1,2026-02-04T12:26:58.284000,2026-02-04T13:00:01.556000,24957.0000,24885.2500,142.46,1.04,-7.00,346.00,short,reverse
long,1,2026-02-04T13:00:01.932000,2026-02-04T13:02:01.288000,24886.5000,24836.5000,-101.04,1.04,-99.50,4.00,long,stop
short,1,2026-02-04T13:50:18.716000,2026-02-04T13:54:17.336000,24849.5000,24899.5000,-101.04,1.04,-99.50,31.50,short,stop
long,1,2026-02-04T13:56:16.688000,2026-02-04T14:05:01.480000,24935.0000,24885.0000,-101.04,1.04,-99.50,48.00,long,stop
short,1,2026-02-04T15:54:17.056000,2026-02-04T16:05:49.376000,25013.5000,24976.2500,73.46,1.04,-93.50,277.00,short,reverse
long,1,2026-02-04T16:05:49.376000,2026-02-04T18:00:00.039574,24976.2500,25067.2500,180.96,1.04,-54.50,410.00,long,reverse
long,1,2026-02-04T19:43:23.276000,2026-02-04T21:07:15.952000,25132.2500,25082.2500,-101.04,1.04,-99.50,74.00,long,stop
short,1,2026-02-04T21:12:19.040000,2026-02-04T21:28:01.304000,25068.0000,25060.7500,13.46,1.04,-4.00,217.50,short,reverse
long,1,2026-02-04T21:29:36.268000,2026-02-04T21:52:41.072000,25062.0000,25011.7500,-101.54,1.04,-99.50,65.50,long,stop
short,1,2026-02-04T23:02:01.876000,2026-02-04T23:45:38.392000,24977.5000,25021.0000,-88.04,1.04,-87.00,124.00,short,reverse
long,1,2026-02-04T23:45:38.984000,2026-02-05T00:18:45.008000,25021.5000,24971.5000,-101.04,1.04,-99.50,11.00,long,stop
short,1,2026-02-05T03:53:45.900000,2026-02-05T04:29:36.592000,25020.0000,25070.0000,-101.04,1.04,-99.50,84.00,short,stop
long,1,2026-02-05T04:31:26.792000,2026-02-05T04:43:43.140000,25083.2500,25033.2500,-101.04,1.04,-99.50,27.50,long,stop
short,1,2026-02-05T06:32:52.856000,2026-02-05T07:03:43.164000,24995.5000,25045.5000,-101.04,1.04,-99.50,9.00,short,stop
long,1,2026-02-05T08:01:12.996000,2026-02-05T08:50:59.708000,24808.0000,24767.2500,-82.54,1.04,-93.00,122.00,long,reverse
short,1,2026-02-05T08:50:59.720000,2026-02-05T08:54:44.828000,24766.2500,24816.2500,-101.04,1.04,-99.50,15.50,short,stop
long,1,2026-02-05T09:02:24.280000,2026-02-05T09:10:27.004000,24838.2500,24788.2500,-101.04,1.04,-99.50,3.00,long,stop
short,1,2026-02-05T09:18:19.644000,2026-02-05T09:32:39.904000,24738.2500,24754.0000,-32.54,1.04,-84.50,173.00,short,reverse
long,1,2026-02-05T09:32:40.720000,2026-02-05T09:33:10.824000,24755.0000,24705.0000,-101.04,1.04,-99.50,12.00,long,stop
short,1,2026-02-05T09:54:44.536000,2026-02-05T10:17:25.856000,24859.2500,24651.5000,414.46,1.04,-33.50,617.00,short,reverse
long,1,2026-02-05T10:17:26.336000,2026-02-05T10:21:09.072000,24653.2500,24603.2500,-101.04,1.04,-99.50,5.50,long,stop
short,1,2026-02-05T10:27:52.328000,2026-02-05T10:28:26.268000,24561.5000,24611.5000,-101.04,1.04,-99.50,6.50,short,stop
long,1,2026-02-05T10:39:07.208000,2026-02-05T10:46:03.848000,24658.2500,24608.2500,-101.04,1.04,-99.50,85.50,long,stop
short,1,2026-02-05T10:46:39.356000,2026-02-05T10:53:17.976000,24597.5000,24647.5000,-101.04,1.04,-99.50,54.50,short,stop
long,1,2026-02-05T11:16:06.008000,2026-02-05T12:04:06.260000,24639.7500,24756.0000,231.46,1.04,-34.00,434.00,long,reverse
short,1,2026-02-05T12:04:08.404000,2026-02-05T12:24:04.084000,24755.0000,24805.0000,-101.04,1.04,-99.50,64.50,short,stop
long,1,2026-02-05T12:25:00.024000,2026-02-05T12:58:17.884000,24829.7500,24780.2500,-100.04,1.04,-99.00,116.00,long,reverse
short,1,2026-02-05T12:58:17.884000,2026-02-05T13:01:59.604000,24780.2500,24830.2500,-101.04,1.04,-99.50,24.00,short,stop
long,1,2026-02-05T14:10:42.652000,2026-02-05T14:30:07.780000,24763.5000,24737.7500,-52.54,1.04,-52.50,151.00,long,reverse
short,1,2026-02-05T14:30:08.704000,2026-02-05T15:07:52.600000,24736.0000,24776.2500,-81.54,1.04,-80.50,128.00,short,reverse
long,1,2026-02-05T15:07:56.604000,2026-02-05T15:15:35.088000,24776.7500,24726.7500,-101.04,1.04,-99.50,63.00,long,stop
short,1,2026-02-05T15:15:48.040000,2026-02-05T16:00:30.596000,24707.0000,24668.7500,75.46,1.04,-30.00,280.00,short,reverse
long,1,2026-02-05T16:00:30.776000,2026-02-05T16:00:59.060000,24670.0000,24620.0000,-101.04,1.04,-99.50,21.50,long,stop
short,1,2026-02-05T16:02:50.244000,2026-02-05T19:24:11.292000,24600.0000,24344.2500,510.46,1.04,-67.50,719.00,short,reverse
long,1,2026-02-05T19:24:11.924000,2026-02-05T21:46:59.024000,24345.0000,24511.5000,331.96,1.04,-9.00,466.50,long,eod
short,1,2026-02-05T23:33:58.244000,2026-02-06T00:34:20.880000,24472.0000,24522.0000,-101.04,1.04,-99.50,91.50,short,stop
long,1,2026-02-06T00:34:39.456000,2026-02-06T02:11:49.392000,24528.0000,24512.2500,-32.54,1.04,-31.50,172.50,long,reverse
short,1,2026-02-06T02:11:56.136000,2026-02-06T02:22:17.724000,24511.0000,24561.0000,-101.04,1.04,-99.50,9.00,short,stop
long,1,2026-02-06T03:53:32.212000,2026-02-06T07:53:23.052000,24593.2500,24772.5000,357.46,1.04,-62.50,560.00,long,reverse
short,1,2026-02-06T07:53:23.052000,2026-02-06T08:19:58.668000,24772.5000,24822.5000,-101.04,1.04,-99.50,30.00,short,stop
long,1,2026-02-06T09:32:53.788000,2026-02-06T09:55:17.164000,24805.5000,24880.0000,147.96,1.04,-1.50,357.00,long,reverse
short,1,2026-02-06T09:55:17.208000,2026-02-06T10:11:12.264000,24878.5000,24859.0000,37.96,1.04,-36.50,241.00,short,reverse
long,1,2026-02-06T10:11:12.284000,2026-02-06T10:12:52.172000,24860.2500,24810.2500,-101.04,1.04,-99.50,20.50,long,stop
short,1,2026-02-06T10:13:09.632000,2026-02-06T10:17:03.296000,24769.7500,24819.7500,-101.04,1.04,-99.50,55.50,short,stop
long,1,2026-02-06T10:18:45.200000,2026-02-06T10:51:00.028000,24844.2500,24860.5000,31.46,1.04,-76.00,236.00,long,reverse
short,1,2026-02-06T10:52:50.252000,2026-02-06T11:01:55.076000,24859.2500,24909.2500,-101.04,1.04,-99.50,78.50,short,stop
