sl_ticks,net_pnl,sharpe,calmar,profit_factor,win_rate,max_drawdown,total_trades,apex_min_headroom
200,7620.159999999862,2.9631106788182784,5.8220665100676126,1.4329779049536764,42.77456647398844,-2141.740000000049,346,1275.6800000000003
0,7060.15999999988,2.4895329614597066,4.432138343196109,1.3415794352552235,48.26589595375722,-2606.640000000043,346,719.1999999999971
400,6840.159999999878,2.428928689562407,4.294029513438273,1.3306869328537452,47.97687861271676,-2606.640000000036,346,725.1999999999971
