direction,qty,entry_time_utc,exit_time_utc,entry_price,exit_price,pnl,commission,mae,mfe,entry_tag,exit_tag
short,1,2026-01-29T18:11:30.720000,2026-01-29T18:33:36.040000,25936.2500,25983.0000,-94.54,1.04,-97.50,104.50,short,reverse
long,1,2026-01-29T18:33:37.372000,2026-01-29T19:21:53.324000,25985.2500,25918.2500,-135.04,1.04,-134.50,67.50,long,reverse
short,1,2026-01-29T19:21:58.900000,2026-01-29T21:54:40.724000,25916.5000,25828.0000,175.96,1.04,-155.00,360.50,short,eod
long,1,2026-01-30T15:46:10.560000,2026-01-30T15:55:00.408000,25673.0000,25629.5000,-88.04,1.04,-87.50,114.50,long,reverse
short,1,2026-01-30T15:55:00.440000,2026-01-30T16:25:00.536000,25628.2500,25676.2500,-97.04,1.04,-157.50,8.00,short,eod
long,1,2026-02-01T18:32:58.376000,2026-02-01T20:10:11.412000,25475.7500,25542.5000,132.46,1.04,-21.00,340.50,long,reverse
short,1,2026-02-01T20:10:12.056000,2026-02-01T21:53:09.080000,25541.0000,25357.7500,365.46,1.04,-14.00,368.50,short,eod
long,1,2026-02-02T14:36:29.964000,2026-02-02T21:41:19.728000,25900.7500,25901.0000,-0.54,1.04,-158.50,180.00,long,eod
short,1,2026-02-03T14:30:41.876000,2026-02-03T15:30:29.024000,25278.5000,25348.2500,-140.54,1.04,-139.50,88.50,short,reverse
long,1,2026-02-03T15:30:30.372000,2026-02-03T18:06:17.760000,25349.0000,25374.2500,49.46,1.04,-11.50,258.00,long,reverse
short,1,2026-02-03T18:06:18.148000,2026-02-03T21:05:57.032000,25374.2500,25465.5000,-183.54,1.04,-182.00,25.50,short,reverse
long,1,2026-02-03T21:06:00.204000,2026-02-03T21:53:16.620000,25466.2500,25399.7500,-134.04,1.04,-134.00,14.50,long,eod
short,1,2026-02-04T14:30:00.920000,2026-02-04T15:00:04.544000,24967.5000,25115.2500,-296.54,1.04,-299.00,15.50,short,reverse
long,1,2026-02-04T15:00:04.544000,2026-02-04T15:54:17.056000,25115.2500,25013.5000,-204.54,1.04,-204.50,8.00,long,reverse
short,1,2026-02-04T15:54:17.300000,2026-02-04T16:05:49.376000,25012.2500,24976.2500,70.96,1.04,-96.00,274.50,short,reverse
long,1,2026-02-04T16:05:49.376000,2026-02-04T18:00:00.039574,24976.2500,25067.2500,180.96,1.04,-54.50,410.00,long,reverse
long,1,2026-02-04T19:43:23.276000,2026-02-04T21:12:19.040000,25132.2500,25068.0000,-129.54,1.04,-128.50,74.00,long,reverse
short,1,2026-02-04T21:12:19.052000,2026-02-04T21:28:01.304000,25067.0000,25060.7500,11.46,1.04,-6.00,215.50,short,reverse
long,1,2026-02-04T21:29:36.268000,2026-02-04T21:52:56.848000,25062.0000,25005.7500,-113.54,1.04,-114.00,65.50,long,eod
